"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP2a_rep1"	"IGF2BP2a_rep2"	"IGF2BP2b_rep1"	"IGF2BP2b_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr6"	17610916	17610932	"IGF2BP2a_final,IGF2BP2b_final"	"+"	12.97333333	19.87	22.566	8.388571429	"ENSG00000137414.6"	"FAM8A1"	"protein_coding"	"3UTR"
"chr6"	17615388	17615398	"IGF2BP2a_final,IGF2BP2b_final"	"-"	9.413333333	19.02375	10.004	29.876	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"3UTR"
"chr6"	17629508	17629516	"IGF2BP2a_final"	"-"	14.424	12.924	0.42	5.453333333	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"CDS"
"chr6"	17637258	17637266	"IGF2BP2b_final"	"-"	8.04	7.464	4.164	5.057142857	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"CDS"
"chr6"	17637490	17637498	"IGF2BP2a_final"	"-"	16.19333333	11.395	8.8	3.265	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"CDS"
"chr6"	17647821	17647829	"IGF2BP2a_final"	"-"	3.968	8.661666667	4.76	1.86	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"CDS"
"chr6"	17647888	17647900	"IGF2BP2a_final,IGF2BP2b_final"	"-"	11.43	11.74	6.68	7.372	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"CDS"
"chr6"	17665304	17665312	"IGF2BP2a_final"	"-"	5.991428571	13.1275	8.56	4.163333333	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"CDS"
"chr6"	17669510	17669518	"IGF2BP2b_final"	"-"	10.17	0	17.04	15.345	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"CDS"
"chr6"	17675334	17675342	"IGF2BP2a_final"	"-"	13.57	5.341666667	14.65714286	1.64	"ENSG00000124789.12"	"NUP153"	"protein_coding"	"CDS"
"chr6"	18224371	18224379	"IGF2BP2b_final"	"-"	9.75	5.28	11.46	18.54	"ENSG00000124795.17"	"DEK"	"protein_coding"	"3UTR"
"chr6"	18224693	18224701	"IGF2BP2b_final"	"-"	20.08	6.52	6.255	8.58	"ENSG00000124795.17"	"DEK"	"protein_coding"	"3UTR"
"chr6"	18225214	18225222	"IGF2BP2b_final"	"-"	20.556	13.50333333	8.244	13.772	"ENSG00000124795.17"	"DEK"	"protein_coding"	"3UTR"
"chr6"	18225344	18225356	"IGF2BP2a_final,IGF2BP2b_final"	"-"	51.65454545	34.776	33.825	16.83555556	"ENSG00000124795.17"	"DEK"	"protein_coding"	"3UTR"
"chr6"	18225435	18225443	"IGF2BP2b_final"	"-"	20.48	25.17166667	19.55666667	22.395	"ENSG00000124795.17"	"DEK"	"protein_coding"	"3UTR"
"chr6"	18225654	18225662	"IGF2BP2b_final"	"-"	19.26	34.51714286	15.03	33.03142857	"ENSG00000124795.17"	"DEK"	"protein_coding"	"3UTR"
"chr6"	18236458	18236466	"IGF2BP2a_final"	"-"	14.828	12.85	13.10285714	0	"ENSG00000124795.17"	"DEK"	"protein_coding"	"CDS"
"chr6"	18237404	18237412	"IGF2BP2a_final"	"-"	10.935	14.12	6.916	9.2	"ENSG00000124795.17"	"DEK"	"protein_coding"	"CDS"
"chr6"	18249809	18249817	"IGF2BP2a_final"	"-"	32.47428571	18.05	13.3025	13.0775	"ENSG00000124795.17"	"DEK"	"protein_coding"	"CDS"
"chr6"	18257980	18257988	"IGF2BP2a_final"	"-"	56.82	70.71999857	45.09428571	53.196	"ENSG00000124795.17"	"DEK"	"protein_coding"	"CDS"
"chr6"	18257990	18257998	"IGF2BP2b_final"	"-"	52.33	68.8425	50.31714286	59.4175	"ENSG00000124795.17"	"DEK"	"protein_coding"	"CDS"
"chr6"	18307030	18307038	"IGF2BP2b_final"	"-"	19.02	3.883333333	8.76	7.48	"ENSG00000200681.1"	"RNU6-263P"	"snRNA"	"exon"
"chr6"	24357458	24357466	"IGF2BP2a_final"	"-"	11.39	5.1	0.28	4.32	"ENSG00000146038.12"	"DCDC2"	"protein_coding"	"CDS"
"chr6"	24423639	24423647	"IGF2BP2a_final"	"+"	9.82	7.178333333	3.55	0.032	"ENSG00000124532.15"	"MRS2"	"protein_coding"	"CDS"
"chr6"	24502562	24502570	"IGF2BP2b_final"	"+"	0.2	6.618571429	14.01	5.055	"ENSG00000112294.14"	"ALDH5A1"	"protein_coding"	"CDS"
"chr6"	24650962	24650976	"IGF2BP2a_final,IGF2BP2b_final"	"-"	20.124	11.41125	6.615	4.8	"ENSG00000111802.14"	"TDP2"	"protein_coding"	"CDS"
"chr6"	24705110	24705118	"IGF2BP2a_final,IGF2BP2b_final"	"-"	20.7	32.652	15.05	25.89714286	"ENSG00000112308.13"	"C6orf62"	"protein_coding"	"3UTR"
"chr6"	24706028	24706036	"IGF2BP2b_final"	"-"	20.82	21.69	16.8	18.975	"ENSG00000112308.13"	"C6orf62"	"protein_coding"	"3UTR"
"chr6"	24718682	24718692	"IGF2BP2a_final,IGF2BP2b_final"	"-"	21.9	25.53	5.006666667	9.457142857	"ENSG00000112308.13"	"C6orf62"	"protein_coding"	"5UTR"
"chr6"	24719298	24719306	"IGF2BP2a_final"	"-"	29.69142857	26.652	18.912	13.76333333	"ENSG00000112308.13"	"C6orf62"	"protein_coding"	"intron"
"chr6"	24781506	24781517	"IGF2BP2a_final,IGF2BP2b_final"	"+"	15.452	11.2	11.27428571	12.112	"ENSG00000112312.10"	"GMNN"	"protein_coding"	"CDS"
"chr6"	24785658	24785666	"IGF2BP2b_final"	"+"	9.182857143	26.41375	21.74333333	18.03428571	"ENSG00000112312.10"	"GMNN"	"protein_coding"	"CDS"
"chr6"	26031618	26031626	"IGF2BP2b_final"	"-"	20.02	13.48	37.12	41.68	"ENSG00000286522.2"	"H3C2"	"protein_coding"	"3UTR"
"chr6"	26031804	26031812	"IGF2BP2b_final"	"-"	0	0	50.52000125	52.1125	"ENSG00000286522.2"	"H3C2"	"protein_coding"	"CDS"
"chr6"	26032027	26032037	"IGF2BP2a_final,IGF2BP2b_final"	"-"	27.06	49.211	41.987997	28.535	"ENSG00000286522.2"	"H3C2"	"protein_coding"	"CDS"
"chr6"	26043258	26043266	"IGF2BP2b_final"	"-"	0	8.40375	17.94	16.91333333	"ENSG00000276410.4"	"H2BC3"	"protein_coding"	"3UTR"
"chr6"	26043518	26043526	"IGF2BP2b_final"	"-"	11.754	15.60875	14.57	14.71571429	"ENSG00000276410.4"	"H2BC3"	"protein_coding"	"CDS"
"chr6"	26056177	26056185	"IGF2BP2b_final"	"-"	93.52499875	124.3962462	61.03499875	94.18750125	"ENSG00000187837.4"	"H1-2"	"protein_coding"	"CDS"
"chr6"	26056429	26056440	"IGF2BP2a_final,IGF2BP2b_final"	"-"	17.64	15.58272727	30.51090909	44.28909091	"ENSG00000187837.4"	"H1-2"	"protein_coding"	"5UTR"
"chr6"	26104202	26104210	"IGF2BP2b_final"	"+"	23.04750375	58.3137525	96.57750125	109.29	"ENSG00000197061.5"	"H4C3"	"protein_coding"	"CDS"
"chr6"	26123703	26123713	"IGF2BP2a_final,IGF2BP2b_final"	"-"	193.7866656	185.724	213.8624975	207.771998	"ENSG00000180596.7"	"H2BC4"	"protein_coding"	"CDS"
"chr6"	26123884	26123894	"IGF2BP2a_final,IGF2BP2b_final"	"-"	7.013333333	11.494	13.74285714	12.78	"ENSG00000180596.7"	"H2BC4"	"protein_coding"	"CDS"
"chr6"	26124630	26124638	"IGF2BP2b_final"	"+"	13.785	19.90833333	30.06	32.56571429	"ENSG00000180573.10"	"H2AC6"	"protein_coding"	"3UTR"
"chr6"	26158347	26158355	"IGF2BP2b_final"	"+"	8.88	11.20714286	8.976	21.47714286	"ENSG00000158373.8"	"H2BC5"	"protein_coding"	"CDS"
"chr6"	26158534	26158542	"IGF2BP2b_final"	"+"	9.31	19.41	23.53666667	16.09333333	"ENSG00000158373.8"	"H2BC5"	"protein_coding"	"CDS"
"chr6"	26188834	26188842	"IGF2BP2a_final"	"-"	8.652	32.16	4.89	20.46	"ENSG00000277157.2"	"H4C4"	"protein_coding"	"CDS"
"chr6"	26188977	26188986	"IGF2BP2a_final,IGF2BP2b_final"	"-"	7.823333333	10.895	21.31333333	16.26285714	"ENSG00000277157.2"	"H4C4"	"protein_coding"	"CDS"
"chr6"	26197008	26197018	"IGF2BP2a_final,IGF2BP2b_final"	"-"	12.54444444	22.74555556	19.76444444	26.54444444	"ENSG00000197409.8"	"H3C4"	"protein_coding"	"CDS"
"chr6"	26197271	26197279	"IGF2BP2b_final"	"-"	1.31	3.463333333	8.751428571	5.348571429	"ENSG00000197409.8"	"H3C4"	"protein_coding"	"5UTR"
"chr6"	26198838	26198846	"IGF2BP2b_final"	"-"	56.5200025	72.08125125	118.65	120.9125062	"ENSG00000196866.3"	"H2AC7"	"protein_coding"	"3UTR"
"chr6"	26199246	26199254	"IGF2BP2b_final"	"-"	106.6371357	109.93285	123.7349963	103.8474925	"ENSG00000196866.3"	"H2AC7"	"protein_coding"	"5UTR"
"chr6"	26199733	26199746	"IGF2BP2a_final,IGF2BP2b_final"	"+"	14.16	21.074	34.42363636	23.2725	"ENSG00000277224.2"	"H2BC7"	"protein_coding"	"CDS"
"chr6"	26199947	26199955	"IGF2BP2a_final"	"+"	5.46	19.98142857	19.8525	0	"ENSG00000277224.2"	"H2BC7"	"protein_coding"	"3UTR"
"chr6"	26216274	26216282	"IGF2BP2b_final"	"-"	14.76	1.02875	7.757142857	8.694285714	"ENSG00000273802.2"	"H2BC8"	"protein_coding"	"CDS"
"chr6"	26216440	26216451	"IGF2BP2a_final,IGF2BP2b_final"	"-"	42.71333333	49.481	90.120003	72.140002	"ENSG00000273802.2"	"H2BC8"	"protein_coding"	"CDS"
"chr6"	26217196	26217204	"IGF2BP2b_final"	"+"	0	11.1725	8.43	4.217142857	"ENSG00000277075.2"	"H2AC8"	"protein_coding"	"CDS"
"chr6"	26285152	26285160	"IGF2BP2a_final,IGF2BP2b_final"	"-"	15.17	18.09666667	19.9	23.156	"ENSG00000158406.5"	"H4C8"	"protein_coding"	"3UTR"
"chr6"	27133276	27133284	"IGF2BP2b_final"	"+"	20.805	6.86	25.79	8.036	"ENSG00000196787.3"	"H2AC11"	"protein_coding"	"CDS"
"chr6"	27807702	27807710	"IGF2BP2a_final"	"-"	1.302857143	9.782857143	26.52	29.39428571	"ENSG00000185130.5"	"H2BC13"	"protein_coding"	"CDS"
"chr6"	27810503	27810516	"IGF2BP2a_final,IGF2BP2b_final"	"+"	79.06154077	85.653004	91.25077154	51.59692462	"ENSG00000278828.1"	"H3C10"	"protein_coding"	"3UTR"
"chr6"	27814328	27814336	"IGF2BP2b_final"	"-"	33.12	59.3025	17.8725	32.36	"ENSG00000276368.2"	"H2AC14"	"protein_coding"	"3UTR"
"chr6"	27815217	27815225	"IGF2BP2b_final"	"+"	0.13	3.308571429	11.31428571	13.71666667	"ENSG00000273703.2"	"H2BC14"	"protein_coding"	"CDS"
"chr6"	27831442	27831450	"IGF2BP2b_final"	"-"	8.12	7.826666667	13.77333333	9.4	"ENSG00000273542.2"	"H4C12"	"protein_coding"	"CDS"
"chr6"	27838830	27838838	"IGF2BP2a_final"	"+"	11.292	13.76	0.36	8.95	"ENSG00000233822.5"	"H2BC15"	"protein_coding"	"CDS"
"chr6"	27867282	27867294	"IGF2BP2a_final,IGF2BP2b_final"	"-"	19.41555556	6.195555556	14.08545455	12.228	"ENSG00000184357.5"	"H1-5"	"protein_coding"	"CDS"
"chr6"	27892724	27892735	"IGF2BP2a_final,IGF2BP2b_final"	"-"	46.68545727	95.78818455	68.86363909	91.59272818	"ENSG00000278677.2"	"H2AC17"	"protein_coding"	"3UTR"
"chr6"	27892783	27892791	"IGF2BP2a_final"	"-"	13.05	19.5875	17.4675	16.9225	"ENSG00000278677.2"	"H2AC17"	"protein_coding"	"CDS"
"chr6"	27892944	27892952	"IGF2BP2a_final,IGF2BP2b_final"	"-"	23.5	9.572	29.2	30.84	"ENSG00000278677.2"	"H2AC17"	"protein_coding"	"CDS"
"chr6"	27893587	27893595	"IGF2BP2a_final"	"+"	5.106666667	12.06	9.848	1.08	"ENSG00000274641.2"	"H2BC17"	"protein_coding"	"CDS"
"chr6"	27893689	27893697	"IGF2BP2a_final"	"+"	6.18	12.815	1.25	18.925	"ENSG00000274641.2"	"H2BC17"	"protein_coding"	"CDS"
"chr6"	27893826	27893834	"IGF2BP2b_final"	"+"	24.9	5.281428571	13.44	22.444	"ENSG00000274641.2"	"H2BC17"	"protein_coding"	"CDS"
"chr6"	31734254	31734262	"IGF2BP2b_final"	"-"	4.94	35.36	18.81	44.27428571	"ENSG00000213719.8"	"CLIC1"	"protein_coding"	"CDS"
"chr6"	33683384	33683392	"IGF2BP2a_final"	"+"	10.92	3.188	0	0.45	"ENSG00000096433.11"	"ITPR3"	"protein_coding"	"CDS"
"chr6"	34245042	34245050	"IGF2BP2b_final"	"+"	7.095	0.865	6.634285714	4.808571429	"ENSG00000137309.20"	"HMGA1"	"protein_coding"	"3UTR"
"chr6"	34245458	34245468	"IGF2BP2a_final,IGF2BP2b_final"	"+"	14.5725	22.26	27.63428571	11.0975	"ENSG00000137309.20"	"HMGA1"	"protein_coding"	"3UTR"
"chr6"	34245878	34245888	"IGF2BP2a_final,IGF2BP2b_final"	"+"	21.76222222	19.33625	8.54	25.9125	"ENSG00000137309.20"	"HMGA1"	"protein_coding"	"3UTR"
"chr6"	34246194	34246203	"IGF2BP2a_final,IGF2BP2b_final"	"+"	38.16	41.82	46.95428571	37.92	"ENSG00000137309.20"	"HMGA1"	"protein_coding"	"3UTR"
"chr6"	34590179	34590187	"IGF2BP2b_final"	"-"	7.44	18.26166667	8.96	18.67333333	"ENSG00000196821.10"	"ILRUN"	"protein_coding"	"3UTR"
"chr6"	34606634	34606642	"IGF2BP2b_final"	"-"	15.996	4.806	21.89	15.195	"ENSG00000196821.10"	"ILRUN"	"protein_coding"	"CDS"
"chr6"	34606748	34606756	"IGF2BP2a_final,IGF2BP2b_final"	"-"	11.504	14.42	13.76	25.81	"ENSG00000196821.10"	"ILRUN"	"protein_coding"	"CDS"
"chr6"	34654646	34654654	"IGF2BP2a_final,IGF2BP2b_final"	"-"	13.39333333	9.04	10.772	10.208	"ENSG00000196821.10"	"ILRUN"	"protein_coding"	"CDS"
"chr6"	34757911	34757919	"IGF2BP2b_final"	"+"	3.6	0.346	6.574285714	3.61	"ENSG00000124562.10"	"SNRPC"	"protein_coding"	"CDS"
"chr6"	34834743	34834751	"IGF2BP2a_final"	"+"	13.71	7.97	9.15	13.82	"ENSG00000065060.17"	"UHRF1BP1"	"protein_coding"	"CDS"
"chr6"	34872340	34872348	"IGF2BP2a_final"	"+"	22.505	16.202	7.4	8.896	"ENSG00000065060.17"	"UHRF1BP1"	"protein_coding"	"CDS"
"chr6"	34872728	34872736	"IGF2BP2b_final"	"+"	1.575	0.91	9.708	4.57	"ENSG00000065060.17"	"UHRF1BP1"	"protein_coding"	"3UTR"
"chr6"	34874642	34874650	"IGF2BP2b_final"	"+"	5.152	8.228	9.94	15.456	"ENSG00000065060.17"	"UHRF1BP1"	"protein_coding"	"3UTR"
"chr6"	34874779	34874787	"IGF2BP2a_final"	"+"	15.9	8.305	3.18	3.48	"ENSG00000065060.17"	"UHRF1BP1"	"protein_coding"	"3UTR"
"chr6"	35470222	35470230	"IGF2BP2a_final"	"+"	7.174285714	9.91	0.1457142857	2.76	"ENSG00000198755.11"	"RPL10A"	"protein_coding"	"CDS"
"chr6"	35833171	35833179	"IGF2BP2b_final"	"-"	14.34	14.745	10.54	5.406666667	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"3UTR"
"chr6"	35833534	35833542	"IGF2BP2b_final"	"-"	10.41	2.615	7.806666667	12.165	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"3UTR"
"chr6"	35834329	35834337	"IGF2BP2a_final"	"-"	9.45	6.7125	4.455	0	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"3UTR"
"chr6"	35834608	35834616	"IGF2BP2b_final"	"-"	6.68	24.7075	16.56	13.47333333	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"3UTR"
"chr6"	35835056	35835068	"IGF2BP2a_final,IGF2BP2b_final"	"-"	19.6575	11.46833333	17.0925	15.235	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"3UTR"
"chr6"	35838410	35838418	"IGF2BP2a_final,IGF2BP2b_final"	"-"	25.692	16.254	22.68	22.736	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"CDS"
"chr6"	35842537	35842545	"IGF2BP2b_final"	"-"	7.716	4.0975	9.96	9.193333333	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"CDS"
"chr6"	35857342	35857350	"IGF2BP2a_final"	"-"	15.39	10.465	11.4	6.933333333	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"CDS"
"chr6"	35870290	35870298	"IGF2BP2a_final"	"-"	8.48	13.18833333	6.22	1.8	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"CDS"
"chr6"	35872662	35872674	"IGF2BP2a_final,IGF2BP2b_final"	"-"	20.21	24.44111111	16.99	14.74888889	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"CDS"
"chr6"	35882667	35882675	"IGF2BP2a_final"	"-"	8.55	10.31333333	2.28	10.4	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"intron"
"chr6"	35888057	35888065	"IGF2BP2b_final"	"-"	8.828571429	3.978	13.77333333	18.18	"ENSG00000096063.16"	"SRPK1"	"protein_coding"	"CDS"
"chr6"	36108649	36108657	"IGF2BP2a_final"	"+"	23.828	12.815	15.29333333	5.096666667	"ENSG00000112062.11"	"MAPK14"	"protein_coding"	"3UTR"
"chr6"	36109734	36109742	"IGF2BP2a_final"	"+"	8.835	8.19	6.27	4.506666667	"ENSG00000112062.11"	"MAPK14"	"protein_coding"	"3UTR"
"chr6"	36487925	36487933	"IGF2BP2b_final"	"+"	7.782857143	1.202	6.51	14.684	"ENSG00000112078.14"	"KCTD20"	"protein_coding"	"3UTR"
"chr6"	36490839	36490847	"IGF2BP2b_final"	"+"	7.29	14.87	9.024	12.452	"ENSG00000112078.14"	"KCTD20"	"protein_coding"	"3UTR"
"chr6"	36495604	36495612	"IGF2BP2a_final"	"-"	12.41	7.1675	5.813333333	10.97333333	"ENSG00000112079.9"	"STK38"	"protein_coding"	"3UTR"
"chr6"	36540100	36540110	"IGF2BP2a_final,IGF2BP2b_final"	"-"	5.626666667	7.974	8.328571429	3.98	"ENSG00000112079.9"	"STK38"	"protein_coding"	"CDS"
"chr6"	36602220	36602228	"IGF2BP2a_final"	"+"	14.405	16.97333333	11.44571429	6.17	"ENSG00000112081.17"	"SRSF3"	"protein_coding"	"3UTR"
"chr6"	36602578	36602586	"IGF2BP2a_final"	"+"	12.564	7.355	14	4.388	"ENSG00000112081.17"	"SRSF3"	"protein_coding"	"3UTR"
"chr6"	36602685	36602693	"IGF2BP2b_final"	"+"	6.068571429	10.11625	14.52857143	14.11333333	"ENSG00000112081.17"	"SRSF3"	"protein_coding"	"3UTR"
"chr6"	36855385	36855393	"IGF2BP2a_final"	"-"	7.636	7.22	6.933333333	5.78	"ENSG00000137168.8"	"PPIL1"	"protein_coding"	"3UTR"
"chr6"	36871755	36871764	"IGF2BP2a_final,IGF2BP2b_final"	"-"	10.42	19.41	9.492	24.19333333	"ENSG00000137168.8"	"PPIL1"	"protein_coding"	"CDS"
"chr6"	37374666	37374674	"IGF2BP2a_final"	"+"	13.99666667	13.074	6.586666667	2.544	"ENSG00000112130.17"	"RNF8"	"protein_coding"	"CDS"
"chr6"	38152676	38152684	"IGF2BP2a_final"	"+"	13.92	12.158	4.71	8.648	"ENSG00000156639.12"	"ZFAND3"	"protein_coding"	"3UTR"
"chr6"	38152798	38152806	"IGF2BP2a_final"	"+"	12.09	11.3075	5.34	13.02666667	"ENSG00000156639.12"	"ZFAND3"	"protein_coding"	"3UTR"
"chr6"	38675960	38675972	"IGF2BP2a_final,IGF2BP2b_final"	"-"	25.24285714	40.125	24.11	13.90666667	"ENSG00000124767.7"	"GLO1"	"protein_coding"	"3UTR"
"chr6"	38676140	38676148	"IGF2BP2b_final"	"-"	0	7.375	16.935	20.128	"ENSG00000124767.7"	"GLO1"	"protein_coding"	"3UTR"
"chr6"	38682086	38682096	"IGF2BP2a_final,IGF2BP2b_final"	"-"	4.69	8.83	9.564	18.91333333	"ENSG00000124767.7"	"GLO1"	"protein_coding"	"CDS"
"chr6"	38682815	38682823	"IGF2BP2b_final"	"-"	10.59	15.01666667	16.8	22.26	"ENSG00000124767.7"	"GLO1"	"protein_coding"	"CDS"
"chr6"	41098012	41098020	"IGF2BP2b_final"	"+"	0.15	2.435	5.15	6.9	"ENSG00000001167.14"	"NFYA"	"protein_coding"	"3UTR"
"chr6"	41600429	41600437	"IGF2BP2b_final"	"+"	2.1	0	8.736	3.82	"ENSG00000137166.17"	"FOXP4"	"protein_coding"	"3UTR"
"chr6"	41736766	41736774	"IGF2BP2b_final"	"-"	7.74	5.698	15.43	17.17428571	"ENSG00000096088.16"	"PGC"	"protein_coding"	"3UTR"
"chr6"	41737793	41737801	"IGF2BP2a_final"	"-"	2.928	6.813333333	1.47	0	"ENSG00000096088.16"	"PGC"	"protein_coding"	"CDS"
"chr6"	41787750	41787758	"IGF2BP2b_final"	"+"	1.6875	1.95	3.552	18.23	"ENSG00000214736.8"	"TOMM6"	"protein_coding"	"CDS"
"chr6"	41789321	41789332	"IGF2BP2a_final,IGF2BP2b_final"	"+"	4.02	8.555454545	6.084	5.396	"ENSG00000124593.16"	"AL365205.1"	"protein_coding"	"3UTR"
"chr6"	41789591	41789599	"IGF2BP2b_final"	"+"	5.674285714	3.215714286	29.865	17.75666667	"ENSG00000124593.16"	"AL365205.1"	"protein_coding"	"3UTR"
"chr6"	41789609	41789617	"IGF2BP2a_final"	"+"	8.802857143	9.857142857	15.49	9.096666667	"ENSG00000124593.16"	"AL365205.1"	"protein_coding"	"3UTR"
"chr6"	41789731	41789739	"IGF2BP2a_final"	"+"	15.96	14.73166667	21.71	5.392	"ENSG00000124593.16"	"AL365205.1"	"protein_coding"	"3UTR"
"chr6"	42018434	42018442	"IGF2BP2b_final"	"-"	3.357142857	7.094285714	7.416666667	5.526666667	"ENSG00000206875.1"	"RNU6-761P"	"snRNA"	"exon"
"chr6"	42652588	42652596	"IGF2BP2b_final"	"+"	3.84	2.24	6.552	5.725	"ENSG00000024048.11"	"UBR2"	"protein_coding"	"CDS"
"chr6"	42886052	42886060	"IGF2BP2a_final,IGF2BP2b_final"	"+"	7.152	23.44571429	17.412	12.648	"ENSG00000146223.16"	"RPL7L1"	"protein_coding"	"CDS"
"chr6"	42887605	42887613	"IGF2BP2a_final"	"+"	9.905714286	10.15571429	4.84	5.652	"ENSG00000146223.16"	"RPL7L1"	"protein_coding"	"3UTR"
"chr6"	42888670	42888678	"IGF2BP2b_final"	"+"	0	0	6.59	4.88	"ENSG00000146223.16"	"RPL7L1"	"protein_coding"	"3UTR"
"chr6"	42889520	42889528	"IGF2BP2a_final"	"+"	4.605	8.828333333	8.595	3.184	"ENSG00000146223.16"	"RPL7L1"	"protein_coding"	"3UTR"
"chr6"	43010470	43010482	"IGF2BP2a_final,IGF2BP2b_final"	"+"	5.628	7.296666667	7.68	8.373333333	"ENSG00000112640.16"	"PPP2R5D"	"protein_coding"	"CDS"
"chr6"	43019156	43019164	"IGF2BP2b_final"	"+"	19.74	11.785	18.825	13.93	"ENSG00000124702.18"	"KLHDC3"	"protein_coding"	"CDS"
"chr6"	43025278	43025286	"IGF2BP2b_final"	"+"	10.83	11.375	17.67	12.48	"ENSG00000124541.7"	"RRP36"	"protein_coding"	"CDS"
"chr6"	43025296	43025304	"IGF2BP2a_final"	"+"	15.96	13.95333333	14.364	7.8	"ENSG00000124541.7"	"RRP36"	"protein_coding"	"CDS"
"chr6"	43042904	43042912	"IGF2BP2b_final"	"-"	0	6.228	4.88	7.413333333	"ENSG00000044090.11"	"CUL7"	"protein_coding"	"CDS"
"chr6"	43048354	43048362	"IGF2BP2b_final"	"-"	0	3.55	9.15	7.58	"ENSG00000044090.11"	"CUL7"	"protein_coding"	"CDS"
"chr6"	43141936	43141944	"IGF2BP2b_final"	"+"	4.29	6.31	6.18	10.432	"ENSG00000112655.16"	"PTK7"	"protein_coding"	"CDS"
"chr6"	43146662	43146670	"IGF2BP2a_final"	"+"	6.402857143	11.54333333	0.735	0.9933333333	"ENSG00000112655.16"	"PTK7"	"protein_coding"	"CDS"
"chr6"	43513434	43513444	"IGF2BP2a_final,IGF2BP2b_final"	"-"	9.3	9.902	9.64	9.84	"ENSG00000137207.12"	"YIPF3"	"protein_coding"	"CDS"
"chr6"	43524568	43524582	"IGF2BP2a_final,IGF2BP2b_final"	"-"	14.44285714	10.07166667	18.84	21.412	"ENSG00000124571.18"	"XPO5"	"protein_coding"	"CDS"
"chr6"	43570562	43570570	"IGF2BP2a_final"	"-"	18.66	13.37833333	11.1	6.64	"ENSG00000124571.18"	"XPO5"	"protein_coding"	"CDS"
"chr6"	43570868	43570876	"IGF2BP2a_final"	"-"	14.696	18.90166667	13.1	13.94	"ENSG00000124571.18"	"XPO5"	"protein_coding"	"CDS"
"chr6"	43778513	43778521	"IGF2BP2a_final"	"+"	8.892	3.844	0	0	"ENSG00000112715.25"	"VEGFA"	"protein_coding"	"CDS"
"chr6"	43784624	43784632	"IGF2BP2a_final"	"+"	18.67142857	9.837142857	3.7	8.583333333	"ENSG00000112715.25"	"VEGFA"	"protein_coding"	"3UTR"
"chr6"	43784898	43784906	"IGF2BP2b_final"	"+"	0.932	16.52333333	13.99666667	15.8	"ENSG00000112715.25"	"VEGFA"	"protein_coding"	"3UTR"
"chr6"	43786380	43786388	"IGF2BP2a_final"	"+"	15.135	10.6025	9.34	2.38	"ENSG00000112715.25"	"VEGFA"	"protein_coding"	"3UTR"
"chr6"	44154372	44154380	"IGF2BP2a_final"	"+"	12.36	13.62	13.7	2.626666667	"ENSG00000137216.19"	"TMEM63B"	"protein_coding"	"CDS"
"chr6"	44247146	44247154	"IGF2BP2b_final"	"+"	0.435	5.35625	25.215	35.4475	"ENSG00000096384.20"	"HSP90AB1"	"protein_coding"	"5UTR"
"chr6"	44247168	44247176	"IGF2BP2a_final"	"+"	30.93	30.22875	19.53	23.2	"ENSG00000096384.20"	"HSP90AB1"	"protein_coding"	"5UTR"
"chr6"	44249390	44249398	"IGF2BP2b_final"	"+"	0.1199966667	6.859998	49.0125	157.469995	"ENSG00000096384.20"	"HSP90AB1"	"protein_coding"	"CDS"
"chr6"	44249474	44249482	"IGF2BP2a_final,IGF2BP2b_final"	"+"	66.75499875	39.53	78.49428714	37.515	"ENSG00000096384.20"	"HSP90AB1"	"protein_coding"	"CDS"
"chr6"	44249550	44249558	"IGF2BP2a_final,IGF2BP2b_final"	"+"	13.80857143	22.89	38.4075	36.735	"ENSG00000096384.20"	"HSP90AB1"	"protein_coding"	"CDS"
"chr6"	44250506	44250514	"IGF2BP2a_final"	"+"	263.2650013	297.7075038	171.6814286	138.9774987	"ENSG00000096384.20"	"HSP90AB1"	"protein_coding"	"CDS"
"chr6"	44251144	44251152	"IGF2BP2a_final,IGF2BP2b_final"	"+"	146.937505	176.145	153.7774988	109.7514286	"ENSG00000096384.20"	"HSP90AB1"	"protein_coding"	"CDS"
"chr6"	44251869	44251877	"IGF2BP2a_final,IGF2BP2b_final"	"+"	80.26500375	63.30125	70.4325	16.70857143	"ENSG00000096384.20"	"HSP90AB1"	"protein_coding"	"CDS"
