Uniprot ID;Gene name;Protein name;MCF7 pre15 confluent;MCF7 pre30 confluent;MCF7 pre15 half confluent;MCF7 pre30 half confluent;MCF7 combined;HEK293 pre15 confluent;HEK293 pre30 confluent;HEK293 pre15 half confluent;HEK293 pre30 half confluent;HEK293 combined;HeLa pre15 confluent;HeLa pre30 confluent;HeLa pre15 half confluent;HeLa pre30 half confluent;HeLa combined;all combined;MCF7 RBP;HEK293 RBP;HeLa RBP;ihRBP
P03923;MT-ND6;NADH-ubiquinone oxidoreductase chain 6;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P04181;OAT;Ornithine aminotransferase, mitochondrial;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P04818;TYMS;Thymidylate synthase;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P05089;ARG1;Arginase-1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P06753;TPM3;Tropomyosin alpha-3 chain;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
P06756;ITGAV;Integrin alpha-V;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P06850;CRH;Corticoliberin;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P07602;PSAP;Prosaposin;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P07741;APRT;Adenine phosphoribosyltransferase;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;1;NA;1;1;NA;NA;NA;NA
P07942;LAMB1;Laminin subunit beta-1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P08237;PFKM;ATP-dependent 6-phosphofructokinase, muscle type;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P08648;ITGA5;Integrin alpha-5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
P08758;ANXA5;Annexin A5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
P09972;ALDOC;Fructose-bisphosphate aldolase C;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P0CG08;GPR89B;Golgi pH regulator B;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P0CG22;DHRS4L1;Putative dehydrogenase/reductase SDR family member 4-like 1;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P0DI83;RAB34;Ras-related protein Rab-34, isoform NARR;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;NA;NA;NA
P0DKX0;ZNF728;Zinc finger protein 728;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P0DMS9;TMIGD3;Transmembrane domain-containing protein TMIGD3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
P11047;LAMC1;Laminin subunit gamma-1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA
P11117;ACP2;Lysosomal acid phosphatase;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;NA
P11279;LAMP1;Lysosome-associated membrane glycoprotein 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA
P12004;PCNA;Proliferating cell nuclear antigen;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P12236;SLC25A6;ADP/ATP translocase 3;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P12268;IMPDH2;Inosine-5'-monophosphate dehydrogenase 2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P13051;UNG;Uracil-DNA glycosylase;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P13284;IFI30;Gamma-interferon-inducible lysosomal thiol reductase;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P13861;PRKAR2A;cAMP-dependent protein kinase type II-alpha regulatory subunit;NA;NA;NA;1;1;NA;1;1;NA;1;NA;NA;NA;1;1;1;NA;NA;NA;NA
P14174;MIF;Macrophage migration inhibitory factor;NA;NA;1;NA;1;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P14209;CD99;CD99 antigen;1;1;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P14550;AKR1A1;Alcohol dehydrogenase [NADP(+)];NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P14672;SLC2A4;Solute carrier family 2, facilitated glucose transporter member 4;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P15502;ELN;Elastin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
P15531;NME1;Nucleoside diphosphate kinase A;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P15586;GNS;N-acetylglucosamine-6-sulfatase;1;NA;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P15927;RPA2;Replication protein A 32 kDa subunit;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P16402;HIST1H1D;Histone H1.3;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P17066;HSPA6;Heat shock 70 kDa protein 6;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P17096;HMGA1;High mobility group protein HMG-I/HMG-Y;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;NA;1;1;1;NA;NA;NA;NA
P17858;PFKL;ATP-dependent 6-phosphofructokinase, liver type;NA;NA;1;NA;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P17931;LGALS3;Galectin-3;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;1;1;NA;1;1;NA;NA;NA;NA
P18074;ERCC2;TFIIH basal transcription factor complex helicase XPD subunit;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P18085;ARF4;ADP-ribosylation factor 4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
P18827;SDC1;Syndecan-1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
P19022;CDH2;Cadherin-2;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P19367;HK1;Hexokinase-1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P19447;ERCC3;TFIIH basal transcription factor complex helicase XPB subunit;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P20339;RAB5A;Ras-related protein Rab-5A;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P20645;M6PR;Cation-dependent mannose-6-phosphate receptor;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P21731;TBXA2R;Thromboxane A2 receptor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
P21926;CD9;CD9 antigen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P22570;FDXR;NADPH:adrenodoxin oxidoreductase, mitochondrial;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P22695;UQCRC2;Cytochrome b-c1 complex subunit 2, mitochondrial;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P23443;RPS6KB1;Ribosomal protein S6 kinase beta-1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P23526;AHCY;Adenosylhomocysteinase;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P23634;ATP2B4;Plasma membrane calcium-transporting ATPase 4;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;NA
P23921;RRM1;Ribonucleoside-diphosphate reductase large subunit;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P24390;KDELR1;ER lumen protein-retaining receptor 1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P24666;ACP1;Low molecular weight phosphotyrosine protein phosphatase;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P25098;GRK2;Beta-adrenergic receptor kinase 1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P25106;ACKR3;Atypical chemokine receptor 3;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P25786;PSMA1;Proteasome subunit alpha type-1;NA;NA;NA;1;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P25787;PSMA2;Proteasome subunit alpha type-2;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P25788;PSMA3;Proteasome subunit alpha type-3;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P25791;LMO2;Rhombotin-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA
P26358;DNMT1;DNA (cytosine-5)-methyltransferase 1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P27449;ATP6V0C;V-type proton ATPase 16 kDa proteolipid subunit;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P27797;CALR;Calreticulin;NA;NA;1;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P28331;NDUFS1;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P29374;ARID4A;AT-rich interactive domain-containing protein 4A;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P30043;BLVRB;Flavin reductase (NADPH);NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P30048;PRDX3;Thioredoxin-dependent peroxide reductase, mitochondrial;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P30512;HLA-A;HLA class I histocompatibility antigen, A-29 alpha chain;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
P31749;AKT1;RAC-alpha serine/threonine-protein kinase;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P31946;YWHAB;14-3-3 protein beta/alpha;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P31947;SFN;14-3-3 protein sigma;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P35052;GPC1;Glypican-1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;1;NA;NA;NA;NA
P35232;PHB;Prohibitin;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P35613;BSG;Basigin;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P36897;TGFBR1;TGF-beta receptor type-1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
P37268;FDFT1;Squalene synthase;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P39656;DDOST;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P39687;ANP32A;Acidic leucine-rich nuclear phosphoprotein 32 family member A;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P40938;RFC3;Replication factor C subunit 3;NA;NA;1;1;1;NA;NA;1;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P42566;EPS15;Epidermal growth factor receptor substrate 15;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P42568;MLLT3;Protein AF-9;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P42858;HTT;Huntingtin;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P43003;SLC1A3;Excitatory amino acid transporter 1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P43034;PAFAH1B1;Platelet-activating factor acetylhydrolase IB subunit alpha;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P43121;MCAM;Cell surface glycoprotein MUC18;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;1;NA;1;1;NA;NA;NA;NA
P45973;CBX5;Chromobox protein homolog 5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P46060;RANGAP1;Ran GTPase-activating protein 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
P46109;CRKL;Crk-like protein;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P47929;LGALS7;Galectin-7;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P48448;ALDH3B2;Aldehyde dehydrogenase family 3 member B2;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P48681;NES;Nestin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
P48735;IDH2;Isocitrate dehydrogenase [NADP], mitochondrial;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P48739;PITPNB;Phosphatidylinositol transfer protein beta isoform;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P49023;PXN;Paxillin;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P49721;PSMB2;Proteasome subunit beta type-2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P49736;MCM2;DNA replication licensing factor MCM2;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P49760;CLK2;Dual specificity protein kinase CLK2;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P49790;NUP153;Nuclear pore complex protein Nup153;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P49841;GSK3B;Glycogen synthase kinase-3 beta;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P49916;LIG3;DNA ligase 3;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P50416;CPT1A;Carnitine O-palmitoyltransferase 1, liver isoform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;NA
P50443;SLC26A2;Sulfate transporter;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P50748;KNTC1;Kinetochore-associated protein 1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P51148;RAB5C;Ras-related protein Rab-5C;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P51153;RAB13;Ras-related protein Rab-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
P51608;MECP2;Methyl-CpG-binding protein 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P51648;ALDH3A2;Fatty aldehyde dehydrogenase;1;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P51649;ALDH5A1;Succinate-semialdehyde dehydrogenase, mitochondrial;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P51826;AFF3;AF4/FMR2 family member 3;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P52298;NCBP2;Nuclear cap-binding protein subunit 2;NA;1;NA;NA;1;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P53041;PPP5C;Serine/threonine-protein phosphatase 5;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P53597;SUCLG1;Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P54289;CACNA2D1;Voltage-dependent calcium channel subunit alpha-2/delta-1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P54578;USP14;Ubiquitin carboxyl-terminal hydrolase 14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P54709;ATP1B3;Sodium/potassium-transporting ATPase subunit beta-3;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;1;1;NA;NA;NA;NA
P54756;EPHA5;Ephrin type-A receptor 5;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;1;1;NA;NA;NA;NA
P54760;EPHB4;Ephrin type-B receptor 4;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P55084;HADHB;Trifunctional enzyme subunit beta, mitochondrial;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P55197;MLLT10;Protein AF-10;NA;NA;NA;1;1;1;NA;NA;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P57081;WDR4;tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P57088;TMEM33;Transmembrane protein 33;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P58317;ZNF121;Zinc finger protein 121;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;NA;1;NA;1;1;NA;NA;NA;NA
P58546;MTPN;Myotrophin;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P60033;CD81;CD81 antigen;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;1;NA;1;1;NA;NA;NA;NA
P60709;ACTB;Actin, cytoplasmic 1;NA;NA;1;NA;1;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P60900;PSMA6;Proteasome subunit alpha type-6;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P60903;S100A10;Protein S100-A10;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;1;NA;1;1;NA;NA;NA;NA
P60953;CDC42;Cell division control protein 42 homolog;1;1;1;1;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P60981;DSTN;Destrin;1;1;1;NA;1;NA;NA;NA;1;1;NA;NA;NA;1;1;1;NA;NA;NA;NA
P61006;RAB8A;Ras-related protein Rab-8A;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P61073;CXCR4;C-X-C chemokine receptor type 4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P61160;ACTR2;Actin-related protein 2;NA;NA;1;NA;1;NA;NA;1;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P61326;MAGOH;Protein mago nashi homolog;1;NA;NA;NA;1;NA;NA;1;1;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P61604;HSPE1;10 kDa heat shock protein, mitochondrial;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P61803;DAD1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1;1;NA;NA;NA;1;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P61956;SUMO2;Small ubiquitin-related modifier 2;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;NA
P61981;YWHAG;14-3-3 protein gamma;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
P62304;SNRPE;Small nuclear ribonucleoprotein E;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P62834;RAP1A;Ras-related protein Rap-1A;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P62873;GNB1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P62942;FKBP1A;Peptidyl-prolyl cis-trans isomerase FKBP1A;1;NA;NA;NA;1;NA;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P63165;SUMO1;Small ubiquitin-related modifier 1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P63261;ACTG1;Actin, cytoplasmic 2;NA;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;NA
P68133;ACTA1;Actin, alpha skeletal muscle;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P78536;ADAM17;Disintegrin and metalloproteinase domain-containing protein 17;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P79522;PRR3;Proline-rich protein 3;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P82650;MRPS22;28S ribosomal protein S22, mitochondrial;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P84090;ERH;Enhancer of rudimentary homolog;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;NA;NA;NA;NA
P84157;MXRA7;Matrix-remodeling-associated protein 7;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P86452;ZBED6;Zinc finger BED domain-containing protein 6;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P99999;CYCS;Cytochrome c;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA
Q01130;SRSF2;Serine/arginine-rich splicing factor 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
Q01469;FABP5;Fatty acid-binding protein, epidermal;NA;1;1;NA;1;1;NA;NA;NA;1;1;1;1;NA;1;1;NA;NA;NA;NA
Q01831;XPC;DNA repair protein complementing XP-C cells;NA;NA;NA;1;1;NA;1;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;NA
Q02040;AKAP17A;A-kinase anchor protein 17A;1;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
Q02252;ALDH6A1;Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
Q02978;SLC25A11;Mitochondrial 2-oxoglutarate/malate carrier protein;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;1;1;NA;NA;NA;NA
Q03135;CAV1;Caveolin-1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA
Q03252;LMNB2;Lamin-B2;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
Q04323;UBXN1;UBX domain-containing protein 1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
Q04721;NOTCH2;Neurogenic locus notch homolog protein 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;NA
Q04760;GLO1;Lactoylglutathione lyase;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
